text,label
"(originally a response to a movie reviewer who said A Bug's Life was too much, too fast--he was ""dazed and exhausted"" by the visuals, and seemed to ignore the story completely)<br /><br />Okay, first off, I'm 26 years old, have a job, go to school, and have a fiance'. So maybe I'm nuts and just really good at hiding it...but not only did I NOT come away from A Bug's Life exhausted or dazed, it wasn't until I saw it the second time that I could even begin to truly appreciate the artistry and humour of the spectacular visuals--because the first time I went to see this movie, I got so wrapped up in the story and the characters that I FORGOT that I was supposed to be sitting there being ""wowed"" by each frame visually. How can you not empathize with Flik and his road-to-heck-paved-with-good-intentions life? ""Heck"" indeed, I found myself identifying with that little ant (not to mention some of the other bugs) in a lot more ways than one...and that, in itself, says more to me about what an incredible movie this is than a whole book on its beautiful eye candy. Of course, it's beautiful (every blade of grass, the tree, the rain...). Of course, what they can do with technology is amazing (you can read their lips! try it!). But this movie is not just a masterpiece of art and tech, not just an dazzling explosion of movement and color. No, A Bug's Life would be static if it were all that and no story. But, I'm glad to say, it's not! A Bug's Life has real heart. Yes, there's a lot going on, storyline-wise as well as visually, but that's because the story and characters actually have some depth to them! Just because it's a kids' movie doesn't mean you should have to turn off your brain at the theatre door--kids are smarter than you think! Besides that, I think that the PIXAR crew made this for themselves, even before their kids...and it shows, in the amount of heart in has. This movie is moving, touching, funny, intriguing, and generally engrossing. The character development in such an ensemble cast is amazing, there's a major amount of character growth, and not just of the main character--so rare in animation and often in movies in general. It doesn't hit you over the head with its points once it's made them--every scene, every frame has a reason in the storyline for being there, and there are no gratuitous shots. Not always stating explicitly in words exactly what is going on means subtlety, to me, folks; it means not ""dumbing down"" your movie and assuming the audience is stupid, which it mostly is not. All I can think is, if you can see A Bug's Life and not feel anything at all, then you must have never made a big mistake, hurt your friends, had a crush, fallen in love, been frustrated that no one would listen to you, lied to someone you care about, felt like a social misfit, gotten excited over a new idea, come up with a great idea, had what you thought was a great idea backfire, been awkward one moment and confident the next, felt the pressure of responsibility, stood up for yourself and your loved ones, stood alone against the crowd, felt like a failure, felt like a big success, felt the need to make a difference with your life in the lives of others...well, you get the point. Final words: A+ rating from me; please, if you're going to see it try to see it in the theatre (pan and scan video is NOT going to work for this movie); if you loved Toy Story you'll most likely love this (PIXAR knows how to make movies with heart); if you do love it see it multiple times or you STILL won't know what you're missing (the amount of detail and subtlety here is considerable); and whenever you're feeling really low, just pretend it's a seed, okay?",1
"Oh, come on people give this film a break. The one thing I liked about it was......... Sorry, still thinking. Oh yeah!!!! When John Wayne came and shot up the the bad guys. Oh, sorry, wrong movie, I was thinking of a better quality film. Let me see now, I'm still trying to defend it. Oh yeah, the chick that was from Clueless was in it. Don't put down Stacy Dash. I mean, we all make mistakes. But boy, Stacy, you made a dooooosie.<br /><br />Hey, one thing that has never been done in a western, even an all female cast, they actually hung a woman from the gallows. That might be a western first. Even though her neck should have been broken and she survived the ordeal, still, you've got to give the director some effort for trying a western first. Also, I've never seen a woman lynched from a horse in any western, although that didn't happen in this movie, I just thought I would give the director another idea for Gang Of Roses#2, which should be made right after Ed Wood's Bride Of The Monster #2. Maybe that was what the makers of this film were going for. Orginality, especially with an all African woman cast and an oriental cowgirl.<br /><br />Heeey, if the makers of Gang Of Roses want to make a sequel to this mess, you could have such slang like, ""Hey, don't you be takin about my homegirls"" and ""talk to the hand, baby, talk to the hand."" You could also have a surfer dude type deputy marshal that says things like, ""That gunfight was TOTALLY RAD man, totally."" You know things like that.",0
"I think that if I went to a first school somewhere deep in the countryside and asked the bottom set of English to come up with a script, it would make more sense than this. I could then go to the first year drama group and they would act it out better than the jokers in this film. This sounds really mean, but I'm certain that they made this as a joke and are entirely aware that they possess (see what I did there?) neither the skills to act or to write anything, ever.<br /><br />Watch this only if you're incredibly drunk, high or in need of a good excuse as to why your decaying corpse was found with slit wrists. I will now go to my fish bowl and collect all of the poo at the bottom. After that, I will mould it into the shape of a disc and put it into my DVD player, fully expecting it to produce something far better than this trumpery.<br /><br />Acting - 0/10 Plot - LOL/10 Breasts - 9/10",0
"This ""film"" attempts to follow the genre of low budget, hand-held camera flicks that have proved to be very effective and successful.<br /><br />This one, fails, and HOW.<br /><br />It's amazing how many so called ""awards"" this piece of garbage has got plastered on the cover..... it makes you wonder what these critics were on when they actually submitted this....<br /><br />Words fail to describe just how absolutely appalling this movie really is. Seriously, it's THAT BAD.<br /><br />I watched it in 20 minutes flat, on almost continual fast forward.<br /><br />From rubbish lighting to dreadful directing, grainy visuals to muffled sound, and of course not forgetting the ABYSMAL acting, this was one completely and utterly pathetic piece of so-called film making.<br /><br />It seriously, has NO redeeming qualities - whatsoever. Save your cash and watch a decent low budget horror flick, there are plenty out there - Dead End, The Blair Witch, REC, to name but a few.<br /><br />AVOID this rubbish at all costs. DO NOT waste your money or time on this piece of trash pretending to be an actual film.<br /><br />Take heed of all the other comments! You've been warned!",0
"Schlocky '70s horror films...ya gotta love 'em. In contrast to today's boring slasher flicks, these K-tel specials actually do something scary and do not resort to a tired formula.<br /><br />This is a B movie about the making of a B movie...that went horribly wrong. Faith Domergue (This Island Earth) stars as an over-the-hill, B movie queen making a movie about a series of grisly murders that befell a family in their home. Her boyfriend/director, who looks and acts like Gordon Jump with an attitude, is filming on location and on a tight schedule. The Ken doll co-star discovers a book of Tibetian chants that they work into the script to add ""realism"". Unfortunately, ""realism"" is something they could have done without.<br /><br />John Carradine, having long since given up looking for the 17th gland (The Unearthly), now eeks out a humble existence as the caretaker for the estate. He goes about his daily work, but always seems to run afoul of the director.<br /><br />The horror builds slowly; a dead cat here, John Carradine entering a grave there, finally culminating in seven, yes seven murders. (At least there's truth in advertising.) It's just sad that the ghoul didn't understand that there was a movie being made above him. How was poor Faith to know that those darn Tibetian chants would actually work? Face it, you just can't go around tugging on Satan's coat and expect him to take it lying down.<br /><br />Sterno says perform an autopsy on The House of Seven Corpses.",0
"I couldn't wait to get my hands on this one, when I read about Fred Astaire teaming up with George Burns & Gracie Allen in a movie with a script by P.G. Wodehouse and music by the Gershwins. It is definitely worth seeing, but lacks the cohesive quality of the Fred & Ginger movies.<br /><br />The story would probably be better to read in a Wodehouse book, where the humor comes across better. Some of the acting is downright painful to watch (notably the young boy and the damsel).<br /><br />But...! The funhouse dance is worth more than most movies. I never knew that Gracie Allen could dance, but boy does she in this movie. Have you ever tried to remain standing on one of those spinning discs in a funhouse? Imagine tapdancing on one in high heels! She keeps up wonderfully with Astaire and adds greatly to the overall quality of the picture.<br /><br />Several nice songs, particularly fun are Nice Work if you Can Get It and Stiff Upper Lip.<br /><br />Recommended for fans of Astaire, Burns & Allen. I had to go back and re-watch the funhouse dance as soon as the credits rolled.",1
"We gave up at the point where George Clooney's character has his finger-nails extracted. We were not squeamish - having sat through an hour of this drivel we just knew what it felt like. To say this film was incomprehensible, boring, pretentious twaddle would be to over-praise it! How did people manage to sit through this confusing, slow, depressing pseud's corner of a film, let alone nominate it for an Oscar? Clooney looked as ill as we felt watching him. What was he thinking? Oh .. and what was with those subtitles? - did we just have a dud DVD or was the original film done like that - sentences left hanging in mid-air? The film was hard enough to follow without that as well. I pity the cast, who obviously did their best with the material available.",0
"I'm a Belgian and grew up in the sixties. Most of the US series were shown over here (original language with subtitles) and Batman was one of the first I was keen on. Unfortunately over here it caused a ""panic hysteria"" amongst the mothers because Batman was considered as too violent. Geez, compare the innocence of that series to the crap kids get to see nowadays. So because of my the over-protective mothers from the 60s I only got a chance to see maybe two or three episodes ! I got so frustrated I started to collect the comics and bubblegum cards (still got them !) to compensate. I even got the View Master slides... I had an urge to see the caped crusader. All kids need some kind of hero.<br /><br />Years later I finally got the chance to see the re-runs as an adolescent and I enjoyed it tremendously. The tongue-in-cheek acting would have escaped me when I would've watched it as a kid, but I understood it at the age of 17. Yeah, I've watched them all now and the occasional kind soul on the internet posts episodes because they haven't released the series on DVD (to my knowledge)<br /><br />This evening I enjoyed ""Return to the bat cave""... it was a delight to watch because it was full of trivia and inside-jokes. To see Adam and Burt was a delight and this TV movie is simply fantastic in every aspect. They play themselves as they played their parts in the series.<br /><br />Congratulations to the people who produced this great nostalgic ""feast""... I'm gonna watch it again. My advice to all Batman fans is: SEE IT !!! Rent it !!! Lend it from a friend !!! Buy it !!! I'd never expect myself to rate this as 9/10... Very well done !",1
"I don't know how this movie received so many positive reviews on this site! I'm a big vonnegut fan and am very familiar with the story this Showtime original film bastardized beyond belief, but even if I wasn't, the poor acting, VERY poor casting (Sean Astin as the brilliant, athletic, and all around individual, Harrison?? The guy's completely generic!) and sub-standard writing rendered this tripe barely watchable. Someone pointed out how cute that Maculay Culkin line was. If you read that and thought that was pure comic brilliance (sadly, it probably was the most INTENTIONALLY funny part of the movie), maybe you'll like this movie. But if you're a Vonnegut fan or not completely insane, don't see it. Please.",0
"I'm on the opposite end of the previous comment.<br /><br />First of all, I don't think this was intended to be a straight sequel to ""The Jerk"". I mean, it's not titled ""The Jerk 2""... it's ""The Jerk, Too"", which leads me to believe that while a lot of the character names are the same, it actually revolves around a completely different person.<br /><br />Think about it: Virtually no connection to the previous movie, other than character names; a totally different story; different cast; and the fact that it's a partial musical.<br /><br />I say give this movie some credit. It does have plenty of laughs in it.. Mark Blankfield at his prime.",1
"Once big action star who fell off the face of the earth ends up in a small town with a problem with drug dealers and a dead body of a federal agent. Reuniting with some former co-stars to clean up the town.<br /><br />Low key, often to the point of blandness, ""action"" comedy mostly just doesn't work. Part of the problem is the casting Chris Klien as a former action hero. he's not bad, but he's really not believable as some one who was taken to be a tough guy. As I said he's not bad, he's just just miscast for what his back story is. The real problem here is the combination of the script, which really isn't funny and seems artificial at times, and the direction which is pedestrian to the port of dullness. There is no life in the way things are set up. Its as if the director had a list of shots and went by that list. It makes for an un-engaging film. And yet the film occasionally springs to life, such as the in the final show down that ends the film. That sequence works, but because the earlier parts of the film floundered its drained of much of its power.<br /><br />I can't really recommend the film. Its worth a shot if you're a fan of the actors or are a huge fan of independent cinema in all its forms, but otherwise this is just a disappointment.",0
"This movie had no parts that were hilarious, mostly just average funny units, but it did not have any parts that were really bad either. The worst part was the voice of Sid. His slothy slur was just too much for me. By about 5 minutes in I was sick of hearing him talk. Aside from the annoying sloth voice the movie was good. There were numerous side jokes which if you catch them make the movie much better. This is a good movie for kids. It has enough in it to keep adults content and enough in it to entertain kids. This one is definitely worth renting if you have kids and want to watch a movie with them.",1
"Woman with wig, who ""dyes"" her hair in the middle of the film (=takes of wig) presumably does not see what the audience can see from miles away:<br /><br />*** begin spoiler alert *** that her hubby is having an affair with her best girlfriend and they both try get rid of her. *** end of spoiler alert ***<br /><br />And what a spoiler that was: the title already gives it away, doesn't it? Bad acting, bad script: waste of time Oh yeah: in the end, she lives happily ever after....<br /><br />If you liked this movie, you'll really love ""Cannibal women in the Avocado Jungle of Death""....",0
"This movie fails miserably on every level. I have an idea, let's take everyone involved in this movie and ship them into a hot zone in the middle east. Maybe if we're lucky they'll all be shot and killed and we won't have to ever have our time wasted by them again. Did I mention that I have never been so bitter about a cinematic pile of crap in my entire life? My god, I can't think of anything I've ever seen that was this bad. I'd rather watch Ishtar 25 times in a row than sit through 10 minutes of this sorry excuse for a film. If I ever happen to meet anyone who was involved in this film, I'll spit in their face and then beat them senseless. That's my two cents.",0
"""Cement"" is a bad movie about a bad cop (Penn) with a bad attitude and a bad disposition who has a bad guy in a bad way up to his cajones in fast drying concrete. While we're waiting for the cement to dry and the film to figure out what it's about, we're periodically jerked back in time without rhyme or reason so we can watch events leading up to the cement thing. A boring junk flick overall, ""Cement"" suffers from lack of a story, a clumsy execution, and that most ubiquitous of filmdom's faults; no reason to care. A time killer for the needy couch potato at best. (D+)",0
"I just saw this movie the other day when I rented it, and I thought this was going to be just another movie with a girl trying to prove a point, but Diane joined boxing because she wanted to. I thought this movie was good. I gave it a 8/10. That's how good it is. Plus a movie with Michelle Rodriguez is always good. Even is she's been in only six.",1
"ATTENTION, SPOILER!<br /><br />Many people told me that «Planet of the Apes» was Tim Burton's worst movie and apart from that much weaker than the original film. So I decided not to see it. Another friend of mine who hadn't seen the movie yet, advised me to watch it in spite of this because `a Tim-Burton-movie is still a Tim-Burton-movie'. I decided to do it, and I found that he was right.<br /><br />It's clear that a remake of such a famous film as `Planet of the Apes' is automatically influenced by commercial thinking. Still, Tim Burton managed his film to represent his weird playfulness just as well as `Beetlejuice' or `Batman'. If you are already fond of Burton-movies, it's hard not to like one of his films, even if it has some flaws: nerve-racking monkey squeals, over-dressed apes and a leading actor who could have been, without difficulties, replaced by anbody else.<br /><br />What the film gives us in the first place, is an answer to the question: What's the result when Tim Burton is instructed to create a remake? First of all, Burton wouldn't be Burton, if he wouldn't refuse to call it a remake from the start; it's a `re-imagining'. On the other hand, Burton knows that almost every viewer of his movie has seen the very first film version starring Charlton Heston (as human), and he knows that a remake doesn't exist without its model and that the two films will not stop being compared. So all he does is playing with this comparison at every moment of his film, e. g. by referencing to quotes. Concerning the story-line, Burton does a brilliant job by answering open questions of the original first, and then driving the whole audience to despair by destroying this wonderful clarity and ending the movie with  AND HERE IS THE SPOILER  Leo coming back to earth and finding himself inside a world that seems to have been ruled by apes forever. <br /><br />Now, this is the burtonesque answer to people's expectations they hold because of the astonishing, shocking ending of the first `Planet of the Apes'. An ending, even more unexpected, more astonishing and: completely confusing, because  and here I'm disagreeing with various `Planet of the Apes'-homepages and -platforms  it does not make any sense. There cannot be a meaning to it, or just a so complicated one that it becomes ineffective. Tim Burton is playing his cruel games, he does it with a grin and he does it well. Burton fans will sure like it, others may feel betrayed and complain about some sort of manierism. Well, and I don't think producers will ever ask Burton to direct a remake again",1
"It's getting worse, the series is on a serious down fall. The first two sequel were acceptable and from then on we have seen a buch of really, really terrible movies. Robert Englund gives another great performance as Freddy but the rest of the cast can't act. The story is Alice, having survived the previous installment of the Nightmare series, finds the deadly dreams of Freddy Krueger starting once again. This time, the taunting murderer is striking through the sleeping mind of Alice's unborn child. His intention is to be ""born again"" into the real world. The only one who can stop Freddy is his dead mother, but can Alice free her spirit in time to save her own son? Check out the first three, miss the next three then watch the last one.",0
"Of course, he did have to INVENT EVERYTHING about cinematography, film directing, etc. before he could make classics like ""The Gardner,"" so I suppose he may be forgiven this initial excursion into mere sociological documentary. Today we call them ""home movies,"" and they are just as boring now as this one is",1
"The person who wrote the review ""enough with the sweating and spitting already"" has no grasp of what cultural, literary, or psycho- critique is. He dismisses Zizek's interpretations because they don't seem ""in line"" with what the director originally intended. So What? The importance of a director's (or author's) intention is not important in critical theory. This is known as the author's ""Intentional Fallacy"" and should be avoided.<br /><br />http://en.wikipedia.org/wiki/Intentional_fallacy A text or movie CAN be analyzed through a number of theories, many of which disagree with one another, as well as completely ignore the author's intention. This is the most fundamental idea of Critical Theory.<br /><br />Because of this, whoever wrote that wall of text wasted a lot of time and effort on insulting Zizek. In reality, anyone who studies theory would immediately discredit this guys opinion (I suggest you should too) as it is completely off point.<br /><br />That being said... If you are at all interested in Freudian, Laconian, or Kristevian discourse, this movie is a must. It connects these theories with popular film, making them much more palpable and enjoyable than simply reading or thinking about them.",1
"I watched, entranced and mesmerized, by the vocal and physical acting. The roles each character played were done with excellence.The lyrics,the words, every gesture, the sunrise, told it all.The movie spoke to me. It enlightened me to a different perception of a person who believes in mankind. Who believes in peace and gentle behavior. I was also held in disbelieve, by the sacrifices and human dignity was portrayed. Power without grace, is demented and without feelings. To want power at the cost of mankind, is so unbelievable. This movie made me so afraid for the people who are no longer in this world. And, it is with sadness that I think of them. I like this movie for the conversations and face expressions to it all. May this movie be blessed.",1
"an acted/manipulated documentary about one of the most darkest places of guatemala. portrayed as a fun, secure... but sad place, were a bunch of sex workers get to play in a soccer team, assembled in what seems like no more than a week! the documentary's main focus is to prove that society repels this kind of ""workers"", even though no solution to these poor women is ever achieved, except that the people who documented this,made them some sort of ""stars"" (just like the title says so) in exchange of being exploited for making this realityshowlike documentary. it does have, however, its own documented reality... but, that sadly has nothing to do with the main storyline. i would not accept to see it again; but i would recommend it for general cultural purposes only.",0
"The storyplot was okay by itself, but the film felt very bubbly and fake. It also had the worst ending. They were probably going for a surprise ending, but all it did was leave me the question of what the whole point of the story was. All other teen movies are better than this one.",0
"This movie was just terrible, the first movie wasn't that great i mean it's ridiculously stupid if they didn't have enough with the first 5 films you had to add another one, why just not make this into an ongoing series like James Bond, i'll tell you exactly why because the bond films are actually very very good and these films just stink, i don't understand, was this supposed to be a cross between to genres like horror and comedy for goodness sakes my 1 year old niece wouldn't be scared of such a ridiculous attempt at horror, a spit in the face of people who at least want to be scared at some point in a so called horror film. Please no more of these movies.",0
"I was never quite sure where this thing was going. These people seem interested in what is going on on some mountain. They investigate, have narrow escapes, leave, come back, leave, put each other in danger, sleepwalk, get attacked by witches who have consistent wardrobes, etc., etc. The guy seems to like the girl, but leaves her unprotected numerous times. She gets taken off, he gets her back, leaves her again. You get the point. The whole thing seems to get around to some sort of sacrifice, I think, but I'm not sure, or turning people into witches, but I'm not sure. It's just dull and endless and not worth the time. There are some atmospheric scenes, but the print is so bad that there times when twenty seconds of blackness is not unusual. Is this caused by age or the overuse of night filters.",0
"My introduction into Yoji Yamada's cinematic world is through his famed and recent Samurai Trilogy with The Twilight Samurai, The Hidden Blade and Love and Honor. I had enjoyed all three films, and looking at the prolific, veteran director's filmography, I think it'll take me a very long while to watch all his films, especially the Tora-san series. Needless to say when Kabei Our Mother has finally reached our shores, I jumped at the chance to watch what would be an ode to Mothers everywhere, celebrating their innate love for their children.<br /><br />Based on the autobiography of Teruyo Nogami, Kabei - Our Mother tells of a close knit family of four  Mother Kayo ""Kabei"" (Sayuri Yoshinaga), Father Shigeru ""Tobei"" (Mitsugoro Bando), eldest daughter Hatsu (Mirai Shida) and youngest child Teru (Miku Sato). From the get go their lives would be changed forever, when Shigeru gets arrested under the Peace Preservation Law for his morally controversial writings against the nation, set in the late 30s where Japan had begun their ""crusade"" in China, and thereafter their participation in WWII.<br /><br />So begins Kabei's struggle to hold down jobs to feed her family, and the frequent, difficult meetings with her husband behind bars. Help comes from relatives, especially on Shigeru's side, since Kabei's own dad had adopted an ""I told you so"" attitude with her choice of spouse. Shigeru's one time student Yama (arthouse buffs should recognize Tadanobu Asano here) provides laughter as a bumbling man who slowly becomes confidante and surrogate guardian to the children, and Kabei's sister in law Hisako (Rei Dan) from Hiroshima, which I believe would have sounded some hindsight alarm bells as to her unfortunate fate as the film progresses through its timeline.<br /><br />While the film centers primarily on how the kids are growing up under the presence of their mom, and in a distant relationship with their dad, what I enjoyed is how the microscopic family events unfold under the macroscopic worldwide events that have impacted on the common folk in Japan. It's against the historical backdrop of Japan's push to regional dominance, and there are characters here that don't mask those ambitions, even discussing what the country would eventually do should it be successful in holding onto conquered lands. This is something I rarely see in Japanese films, being that frank in their discussion of that era, and also to get a glimpse of how the common man have to struggle against domestic issues made all the more difficult with resources channeled toward the war effort.<br /><br />The actresses casted here are pitch perfect in their delivery and roles, be they the veterans or the child actors. Actress Sayuri Yoshinaga deserves special mention for her role as the motherly figure who has to dig deep and find that inner strength to carry the household through under trying circumstances, while Mirai Shida and Miku Sato are lovable as the understanding children who have to learn to make do and compromise. Each scene with the three of them together just makes it heart wrenching when the going gets tough, or fill your heart with Joy should they be celebrating. Before long you'll soon find yourself being attracted to want to be part of this family, thanks to the primary cast's powerful performances, with Yoji Yamada coaxing some really natural performances from the kids.<br /><br />Kabei - Our Mother boasts some stunningly beautiful art direction, and is classy in its delivery of both happy and sad moments without going over the top, or relying on cheap melodrama to cheapen the emotions it seeks from the audience. There are plenty of little things here done right which makes it pitch perfect, with every scene not being wasted, and with every nuance very meaningful in conveying its message across, be it compassion or love.<br /><br />Aside from the very abrupt ending (I had hoped that it could have continued for a lot more, despite its more than 2 hours runtime), Kabei Our Mother comes highly recommended, and you'll find it difficult to be holding back either your tears, or that thought about your own mom and her sacrifices she makes for you on an everyday basis. Just what those sacrifices are should you need another reminder, then the scene during the end credits roll will remind you of the stuff that you'd probably have taken for granted.",1
"This sorry excuse for a film reminded me a great deal of what I heard about ""Gigli"", that Ben and Jen flop earlier this Summer. ""The Order"" was clearly edited to such an unconscionable degree that the scenes, rather than forming a cohesive and provoking film, appeared to be a collection of disconnected sequences that did little to forward any semblance of a unified plot. Now, I'm a Heath Ledger fan (""10 Things I hate About You"", ""A Knight's Tale"" and particularly his supporting role in ""Monster's Ball""), but my man needs to find himself a better agent. Keep accepting scripts like ""The Order"" and ""Four Feathers"" and he's going to be on the fast track to movie oblivion.<br /><br />Here are the problems I had with the film. Firstly, the Director tried to make up for the inadequacies of his essential plot by introducing two other plot lines that seemingly had little if anything to do with, well, much of anything. Plot skeins involving the American trying to take over the Vatican and the Dark Pope, while mildly interesting, did nothing to reveal to the viewer anything about the main characters. The attempts to tie these threads together were pathetic at best. Secondly, please don't insult the intelligence of the viewer by inserting into the film scenes that are clearly obligatory. We had manufactured angst, manufactured love and most idiotically manufactured sex that seemed like a page right out of ""Matrix Reloaded"" with skull-numbing techno music. Rather than developing character, these elements seemed like the cheap devices they clearly were, a half-hearted attempt at putting popcorn-chewing adolescents in the seats. Thirdly, and most importantly, this movie seemed to ha ve an intriguing concept. We have scandal, we have religion and we have supernatural forces at play. Why then do we learn almost nothing about anyone's background? We learn a little about Alex, but even he gives up the passion of the priesthood to sleep with a woman after two days, a woman who tried to kill him during an exorcism at some point in the past. And Alex is the most developed, if you can call it that, character in the entire film.<br /><br />As the cliche goes nowadays, if you're going to see one movie this year, make sure it's not this one. There's about ten interesting minutes out of the intolerable 101 minute affair. The only thing that saved me was going with a girl who I'm rather fond of.<br /><br />1 out of 10. I'm disappointed. File this one firmly under -had potential but blew it on over editing and bad directing-. Heath my man, go back to Monster's Ball-like cameos. They really suit you.",0
"This film was seen by my wife and I when it came out in 1978. It was a revelation to us. We actually thought that we were the only gay and lesbian couple who had ever married and had children. Obviously we were wrong. Love may come from where you don't expect it and maybe don't want it. But we both chose that love anyway.<br /><br />And no, it never changed our sexual orientation. That kind of stuff is for the Christian wackos.<br /><br />When we were young we both had affairs, but never with the opposite sex. As we aged we stopped having extramarital affairs.<br /><br />This story is not far fetched. However, the suggestion that they became heterosexuals seems pretty unrealistic to me. My wife and I have been sleeping together for the last 40 years. We are still gay. End of story.",1
"Although it really isn't such a terribly movie (especially considering it was made directly for TV-distribution), it'll be very difficult to point out one aspect in ""Bloodsuckers"" that is actually original or refreshing. Vampires in space isn't exactly a new formula, and even after so many movies dealing with these monsters in this particular setting, still no one seems to realize it's an incredibly stupid premise that can't possibly result in a halfway decent horror movie. ""Bloodsuckers"" even goes one step further and shamelessly imitates every imaginable motion picture that either revolves on vampires and intergalactic warfare. The plot and characters are mainly stolen directly from John Carpenter's ""Ghosts of Mars"" and James Cameron's ""Aliens"", as a crew of futuristic vampire hunters are crusading through space and regularly holding to eliminate a mutated species that peculiarly named themselves after notorious horror icons, like the Voorhees and the Leatherfaces. The good guys are a bunch of pathetic stereotypes, constantly dealing with clichéd issues and endlessly arguing about dreadfully unimportant matters. Captain Damian is the unpopular rookie, who'll really have to prove his leadership capabilities now after being more or less responsible for the death of the previous (and far more loved) Captain Churchill. The other annoying characters include a typical cowboy-style and trigger happy macho pilot, a tough female warrior with more balls than any of the males on board (she's of Asian descent, like the girl in ""Aliens"" was Latino) and the army's most valuable secret weapon: a Blade-girl! Quintana is a beautiful and deadly vampire who chose the side of humans. She can spot enemies when they're still light-years away and she can also do wickedly sexy things with someone's wet dreams. They eventually all learn to work as a team when forced to face the ultimate vampire-meanie: Michael Ironside (in yet another downgrading role). ""Bloodsuckers"" is an irredeemably stupid film, but it manages to entertain as long as it features gory killings, infantile dialogs and OTT make-up effects. It only gets intolerably boring when the frustrated soldiers blame the captain for the umpteenth time and bla bla bla. This film is a non-stop series of lame clichés and uncreative ideas, but at least it's watchable.",0
"are highlights of this 1917 feature. The Pride of the Clan tells the story of a young girl who becomes clan chieftain after her father dies. On an island off the coast of Scotland, the villagers live the simple lives of ""fisher folk."" My copy is very dark and sometimes hard to read, but the film boasts some stunning ocean scenery, and the camera work on boats is splendid. Maurice Tourneur directed Pickford in this pleasant film. Pickford was already a major star in 1917, and this film seems to have been written just for her: plucky young woman succeeds over misfortune. Pickford whip lashing lazy villagers toward church is very funny. And the final scenes on the sinking ship are very well done. Not a great Picford film, but still worth seeing. Matt Moore (Pickford was married to his brother, Owen Moore) is the love interest, and is good as the strapping island lad. Leatrice Joy is one of the villagers but I couldn't spot her either. My copy intersperses lots of bells and gongs and adds an eerie feeling when the village warning bells are rung. Very effective.",1
How can they from Joe Don Baker (as Bufford Pusser in the first sequel) to Bo Svenson (as Bufford Pusser in the second sequel).Why did they do that for.Just Because Bo Svenon look more a like to Bufford Pusser they still should'nt of changed it because the first sequel it was Joe Don Baker as Bufford Pusser and that one of the thing i wanted to see in the second sequel.<br /><br />I would've given this movie a 7 out of 10 and i would've given it a 1 out of 10 if the story did'nt have anything to do with Bufford Pusser's life but it did and that why i had given this movie a 3 out 10.<br /><br />I strongly suggest that anyone who is planning on watching this cheese i suggest don't and watch the first sequel instead.,0
"I just blew four dollars renting this movie! Why Alliance Atlantis would promote such a poor excuse for a film is beyond me. But even more surprising was the reasonably good reviews that a couple of Canadian newspaper critics gave this film. I'm tired of our media justifying a film simply because it's Canadian and low budget. It's like they expect Canadian films to be lousy, so they give it a good review regardless.<br /><br />Now about the movie: The acting was below average (with the exception of the lead male character, who was actually pretty good). The film quality was poor, which I guess could be expected from the extremely low budget. The script was absolutely horrendous. An example is the story, which revolves around one of the lead characters, a female drug dealer who flirts with one of her clients so that she can recruit him to fix and steal bicycles for her gang, whose only purpose is to randomly destroy SUV's. Supposedly many of her gang members' bicycles are destroyed in these activities (I don't know how she can't afford to just buy new ones, since she is supposed to be this big drug dealing connection from Vancouver to Toronto).<br /><br />Anyway, the point of the story (which isn't revealed until well over halfway through the movie) is that the drug dealer plans to firebomb buildings in the Toronto area to attempt to make houses more affordable - as no one will want to live in the area.<br /><br />- Need I say more.<br /><br />Shame on the Toronto Film Festival for accepting such a film, Telefilm for supporting it, and the Globe and Mail and Georgia Straight newspapers for giving such biased reviews.<br /><br />A film shouldn't get special treatment just because it's Canadian!!!!",0
